ko_id	pathway_id
K00952	map00760
K13522	map00760
K00969	map00760
K03426	map04146
K03426	map00760
K01916	map00760
K01950	map00760
K03742	map00760
K03743	map00760
K01440	map00760
K01440	map04213
K08281	map00760
K03462	map04621
K03462	map04052
K03462	map00760
K18153	map00537
K18153	map00760
K19980	map00537
K19980	map00760
K01242	map04921
K01242	map00536
K01242	map04970
K01242	map04020
K01242	map04640
K01242	map00760
K01242	map04090
K01242	map04972
K18152	map04970
K18152	map00760
K18152	map04090
K18152	map00537
K18152	map04972
K27536	map00760
K11121	map03032
K11121	map00760
K11121	map04213
K11121	map03036
K11411	map04148
K11411	map05206
K11411	map05031
K11411	map04152
K11411	map04922
K11411	map04211
K11411	map00760
K11411	map04212
K11411	map03029
K11411	map04218
K11411	map04936
K11411	map04213
K11411	map03036
K11411	map04310
K11411	map04068
K11412	map00760
K11412	map03036
K11413	map05230
K11413	map00760
K11413	map03036
K11414	map00760
K11414	map03036
K11415	map00760
K11415	map03036
K11416	map05230
K11416	map00760
K11416	map04714
K11416	map03036
K11417	map00760
K11417	map03036
K12410	map00760
K00858	map00760
K00322	map00760
K00323	map00760
K00324	map00760
K00325	map00760
K00541	map00760
K00541	map03036
K18029	map00760
K18030	map00760
K20445	map00760
K20446	map00760
K20447	map00760
K20448	map00760
K14974	map00760
K18028	map00760
K15357	map00760
K13995	map00760
K20449	map00760
K15358	map00760
K19647	map00760
K20450	map00760
K20451	map00760
K20452	map00760
K20453	map00760
K20454	map00760
K19818	map00760
K19819	map00760
K19820	map00760
K19826	map00760
K19890	map00760
K20169	map00760
K20158	map00760
K19700	map00760
K20170	map00760
K20171	map00760
K20172	map00760
K15359	map00760
K18276	map00760
K19185	map00760
K19186	map00760
K19187	map00760
K19188	map00760
K19189	map00760
K19190	map00760
K19191	map00760
K20155	map00760
K00606	map00770
K00077	map00770
K24263	map00770
K00867	map00770
K09680	map00770
K03525	map00770
K01947	map00780
K01947	map00770
K06982	map00770
K01922	map00770
K21977	map00770
K01598	map00770
K13038	map00770
K02318	map03029
K02318	map00770
K00954	map00770
K02201	map00770
K00859	map00770
K09735	map00770
K06133	map00770
K08682	map00770
K08069	map00770
K24264	map00770
K02169	map00780
K02170	map00780
K09789	map00780
K19560	map00780
K19561	map00780
K16593	map00780
K16593	map00199
K01906	map00780
K00652	map00780
K00652	map01007
K00833	map00780
K00833	map01007
K19562	map00780
K19563	map00780
K01935	map00780
K25570	map00780
K01012	map00780
K01942	map00780
K03524	map00780
K03524	map03000
K01435	map00780
K01435	map04977
K08351	map00780
K08351	map02000
K03801	map00785
K23734	map00785
K23735	map00785
K03644	map00785
K09711	map00785
K24689	map00785
K10105	map00785
K16869	map00785
K23750	map00785
K03800	map00785
K18821	map00785
K23763	map00785
K01495	map00790
K09007	map00790
K22391	map00790
K01113	map02020
K01113	map00790
K08310	map00790
K19965	map00790
K13939	map00790
K13940	map00790
K01633	map00790
K00950	map00790
K00796	map00790
K13941	map00790
K24102	map00790
K18974	map00790
K18974	map01504
K18824	map00790
K18824	map01504
K18825	map00790
K18825	map01504
K00287	map00670
K00287	map00790
K00287	map04981
K00287	map01523
K18589	map00670
K18589	map00790
K18589	map01504
K19643	map00670
K19643	map00790
K19643	map01504
K18590	map00670
K18590	map00790
K18590	map01504
K19644	map00670
K19644	map00790
K19644	map01504
K19645	map00670
K19645	map00790
K19645	map01504
K18591	map00670
K18591	map00790
K18591	map01504
K01930	map04981
K01930	map00790
K01930	map01523
K11754	map00790
K22099	map00790
K20457	map00790
K01307	map00790
K01307	map01002
K01307	map01523
K22100	map00790
K22101	map00790
K01664	map00790
K01665	map00790
K13950	map00790
K03342	map00790
K03342	map01007
K25575	map00790
K25578	map00790
K02619	map00790
K18482	map00790
K07589	map00790
K13938	map00670
K13938	map00790
K01737	map03016
K01737	map00790
K00072	map00790
K00072	map04147
K00357	map00790
K01724	map00790
K01724	map04147
K03793	map00790
K17745	map00790
K10026	map03016
K10026	map00790
K06920	map03016
K06920	map00790
K06879	map03016
K06879	map00790
K09457	map03016
K09457	map00790
K17488	map00790
K17487	map00790
K09739	map00790
K07142	map00790
K06984	map00790
K06897	map00790
K17364	map00790
K18853	map00790
K15740	map00790
K22102	map00790
K03639	map04122
K03639	map00790
K03637	map04122
K03637	map00790
K20967	map00790
K03635	map04122
K03635	map00790
K21142	map04122
K21142	map00790
K03831	map04122
K03831	map00790
K03638	map04122
K03638	map00790
K03750	map00790
K15376	map04727
K15376	map00790
K07141	map00790
K03752	map00790
K13818	map00790
K15631	map00790
K13402	map00670
K00288	map00670
K00288	map04981
K00288	map04147
K13403	map00670
K00295	map00670
K00289	map00670
K25009	map00670
K25004	map00670
K25004	map04981
K25004	map01523
K01746	map00670
K01934	map00670
K01934	map04981
K00515	map00830
K11146	map00830
K11147	map04146
K11147	map00830
K11148	map00830
K11149	map00830
K11150	map00830
K11151	map00830
K11152	map00830
K11153	map00830
K11161	map00830
K11154	map00830
K15734	map00830
K00678	map04977
K00678	map00830
K11156	map04977
K11156	map00830
K11157	map00830
K11158	map00830
K00061	map00830
K07249	map00830
K07437	map00199
K07437	map00830
K12664	map00199
K12664	map00830
K12665	map00199
K12665	map00830
K17683	map00982
K17683	map00199
K17683	map00232
K17683	map05417
K17683	map05204
K17683	map00830
K17683	map00983
K17683	map00980
K07411	map00199
K07411	map00830
K17720	map00199
K17720	map05204
K17720	map04726
K17720	map00830
K07420	map00980
K07420	map00199
K07420	map00830
K07423	map00199
K07423	map00830
K09516	map00830
K17951	map00199
K17951	map00830
K01885	map00970
K01885	map01007
K01885	map02048
K01885	map00860
K01885	map03016
K14163	map00860
K14163	map03016
K14163	map00970
K14163	map01007
K02492	map00860
K01845	map00860
K01845	map01007
K01698	map00860
K01698	map04147
K01749	map00860
K01719	map00860
K01599	map00860
K00228	map00860
K02495	map00860
K00230	map00860
K00231	map00860
K08973	map00860
K01772	map00860
K00435	map00860
K25033	map00860
K13542	map00860
K13543	map00860
K02496	map00860
K02302	map00860
K02303	map00860
K00589	map00860
K02304	map00860
K24866	map00860
K03794	map00860
K22225	map00860
K22226	map00860
K22227	map00860
K24867	map00860
K02190	map00860
K03795	map00860
K22011	map00860
K03394	map00860
K13540	map00860
K02229	map00860
K05934	map00860
K13541	map00860
K21479	map00860
K05936	map00860
K02189	map00860
K02228	map00860
K05895	map00860
K02188	map00860
K00595	map00860
K02191	map00860
K03399	map00860
K06042	map00860
K02224	map00860
K02230	map00860
K09882	map00860
K09883	map00860
K13786	map00860
K00798	map00860
K00798	map04980
K19221	map00860
K02232	map00860
K02227	map00860
K02225	map00860
K08260	map00860
K02231	map00860
K19712	map00860
K02233	map00860
K25496	map00860
K22465	map00860
K22466	map00860
K25497	map00860
K25498	map00860
K25499	map00860
K00768	map00860
K02226	map00860
K22316	map00860
K22316	map03032
K22316	map03030
K16651	map00860
K04720	map00860
K04032	map00860
K22012	map00860
K21610	map00860
K21611	map00860
K21612	map00860
K03403	map00860
K03404	map00860
K03405	map00860
K03428	map00860
K04034	map00860
K04035	map00860
K19073	map00860
K21231	map00860
K04036	map00860
K00218	map00860
K04037	map00860
K04038	map00860
K04039	map00860
K04040	map00860
K04040	map01006
K08099	map00860
K13600	map00860
K13606	map00860
K18010	map00860
K22013	map00860
K13544	map00860
K13071	map00860
K13545	map00860
K11333	map00860
K11334	map00860
K11335	map00860
K11336	map00860
K11337	map00860
K10960	map00860
K10960	map00900
K21058	map00860
K13602	map00860
K13601	map00860
K13603	map00860
K13604	map00860
K13605	map00860
K13605	map01006
K21312	map00860
K07215	map00860
K07226	map00860
K07145	map00860
K00510	map04066
K00510	map05206
K00510	map04216
K00510	map04978
K00510	map00860
K00510	map05418
K00510	map05200
K00510	map05208
K00510	map05225
K21418	map00860
K21418	map04978
K21480	map00860
K00214	map00860
K23825	map00860
K08100	map00860
K05369	map00860
K05370	map00860
K08101	map00860
K05371	map00860
K21796	map00860
K21796	map03200
K01764	map00860
K13624	map00860
K13624	map04147
K13624	map04216
K14735	map00860
K14735	map04081
K14735	map04978
K19054	map00860
K19054	map03029
K00522	map04147
K00522	map04216
K00522	map04978
K00522	map00860
K00522	map04217
K13625	map04147
K13625	map04216
K13625	map04978
K13625	map00860
K13625	map04217
K18495	map00860
K18495	map04216
K03594	map00860
K22336	map00860
K22552	map00860
K00487	map00130
K00487	map00199
K00487	map00941
K00487	map00940
K00487	map00945
K01904	map00130
K01904	map00940
K01075	map00130
K01075	map00362
K03181	map00130
K03179	map00130
K03179	map01006
K03182	map00130
K18800	map00130
K24844	map00130
K24844	map01002
K24845	map00130
K24845	map01002
K24843	map00130
K00568	map00130
K03185	map00130
K03183	map00130
K03184	map00130
K06125	map00130
K06125	map01006
K06126	map00130
K00591	map00130
K18586	map00130
K06127	map00130
K06134	map00130
K28034	map00130
K01851	map00130
K01851	map01053
K02552	map00130
K02552	map01053
K02361	map00130
K02361	map01053
K02551	map00130
K08680	map00130
K02549	map00130
K14759	map00130
K01911	map00130
K14760	map00130
K01661	map00130
K12073	map00130
K19222	map00130
K02548	map00130
K02548	map01006
K23094	map00130
K17872	map00130
K23095	map00130
K11782	map00130
K18285	map00130
K18286	map00130
K20810	map00130
K11783	map00130
K11784	map00130
K11785	map00130
K00355	map00130
K00355	map05418
K00355	map05200
K00355	map05208
K00355	map05225
K03809	map00130
K19267	map00130
K10106	map00130
K05357	map00130
K12501	map00130
K12501	map01006
K12502	map00130
K18534	map00130
K09833	map00130
K09833	map01006
K09834	map00130
K05928	map00130
K13565	map00130
K13565	map01006
K24441	map00130
K24441	map00199
K00099	map00900
K00991	map00900
K12506	map00900
K00919	map00900
K01770	map00900
K03526	map00900
K03527	map00900
K00021	map00900
K00021	map04152
K00021	map04976
K00054	map00900
K00869	map00900
K00869	map04146
K00938	map00900
K13273	map00900
K13273	map04146
K01597	map00900
K17942	map00900
K06981	map00900
K25517	map00900
K09128	map00900
K25518	map00900
K18689	map00900
K18690	map00900
K22813	map00900
K01823	map00900
K00787	map00900
K00787	map01006
K00787	map05166
K00787	map05164
K00795	map00900
K00795	map01006
K14066	map00900
K14066	map01006
K00804	map00900
K00804	map01006
K13789	map00900
K13789	map01006
K13787	map00900
K13787	map00997
K13787	map01006
K12503	map00900
K12503	map01006
K15887	map00900
K14215	map00900
K21273	map00900
K05355	map00900
K05355	map01006
K21268	map00900
K21268	map01006
K21274	map00900
K21274	map01006
K21275	map00900
K21275	map01006
K00805	map00900
K00805	map01006
K24873	map00900
K24873	map01006
K02523	map00900
K02523	map01006
K05356	map00900
K05356	map01006
K12504	map00900
K12504	map01006
K12505	map00900
K12505	map01006
K11778	map00900
K11778	map01006
K19177	map00900
K28131	map00900
K15888	map00900
K12742	map00900
K05955	map00900
K05955	map01006
K05954	map00900
K05954	map01006
K08658	map00900
K08658	map01002
K06013	map00900
K06013	map01002
K06013	map04147
K00587	map00900
K15889	map00900
K05906	map00900
K15890	map00900
K15890	map00981
K15891	map00900
K15891	map00909
K15892	map00900
K15793	map00900
K15793	map00909
K12467	map00902
K21925	map00902
K21069	map00902
K21069	map00199
K20142	map00902
K15086	map00902
K22049	map00902
K15087	map00902
K05525	map00902
K05525	map00199
K23810	map00902
K23810	map00199
K15088	map00902
K21926	map00902
K15089	map00902
K15089	map00199
K15090	map00902
K15091	map00902
K15092	map00902
K15093	map00902
K15094	map00902
K15095	map00902
K07381	map00902
K07381	map00199
K07381	map00903
K07382	map00902
K07382	map00903
K15096	map00902
K07384	map00902
K22050	map00902
K15097	map00902
K07385	map00902
K18108	map00902
K21120	map00902
K21120	map00199
K22208	map00902
K21938	map00902
K15098	map00902
K20979	map00902
K20986	map00902
K15099	map00902
K15099	map00199
K23232	map00902
K20144	map00902
K23990	map00902
K23862	map00902
K20618	map00902
K20618	map00199
K21373	map00902
K21373	map01003
K21374	map00902
K21374	map01003
K23276	map00902
K23276	map00199
K13400	map00902
K13400	map00199
K14173	map00909
K14174	map00909
K22064	map00909
K12645	map00909
K12645	map00199
K14175	map00909
K10156	map00909
K14176	map00909
K21984	map00909
K14177	map00909
K15794	map00909
K15795	map00909
K15796	map00909
K15797	map00909
K12249	map00909
K14178	map00909
K15798	map00909
K15799	map00909
K14179	map00909
K21927	map00909
K15800	map00909
K20561	map00909
K20561	map00199
K15801	map00909
K15802	map00909
K15803	map00909
K10187	map00909
K14180	map00909
K15804	map00909
K15805	map00909
K15805	map00199
K14181	map00909
K14182	map00909
K15472	map00909
K15472	map00199
K15806	map00909
K18109	map00909
K15807	map00909
K18110	map00909
K15808	map00909
K14184	map00909
K18111	map00909
K18112	map00909
K14185	map00909
K14186	map00909
K12250	map00909
K12250	map00998
K15907	map00909
K15907	map00199
K15907	map00998
K14183	map00909
K22065	map00909
K15809	map00909
K26054	map00909
K06045	map00909
K15810	map00909
K15811	map00909
K15812	map00996
K15812	map00909
K19010	map00909
K15815	map00909
K15813	map00909
K15813	map00999
K20658	map00909
K21928	map00909
K15814	map00909
K15814	map00199
K15816	map00909
K20659	map00909
K15817	map00909
K15817	map00999
K15818	map00909
K15819	map00909
K15820	map00909
K16204	map00909
K16205	map00909
K16206	map00909
K15821	map00909
K15822	map00909
K15823	map00909
K19011	map00909
K16207	map00909
K04120	map00904
K04121	map00904
K20657	map00904
K27636	map00904
K04122	map00199
K04122	map00904
K21292	map00199
K21292	map00904
K04123	map00199
K04123	map00904
K05282	map00904
K04124	map00904
K04125	map00904
K20666	map00199
K20666	map00904
K24460	map00904
K12917	map00199
K12917	map00904
K12918	map00199
K12918	map00904
K12919	map00199
K12919	map00904
K12920	map00904
K16082	map00904
K16083	map00199
K16083	map00904
K14036	map00904
K16084	map00199
K16084	map00904
K21291	map00199
K21291	map00904
K14037	map00904
K21719	map00199
K21719	map00904
K21718	map00199
K21718	map00904
K14038	map00904
K12921	map00904
K14039	map00904
K12922	map00199
K12922	map00904
K12923	map00904
K12924	map00199
K12924	map00904
K20512	map00199
K20512	map00904
K12925	map00904
K12926	map00904
K27849	map00904
K27850	map00904
K22945	map00904
K12927	map00904
K14040	map00199
K14040	map00904
K14041	map00904
K19571	map00904
K14042	map00904
K18113	map00904
K20513	map00199
K20513	map00904
K22636	map00199
K22636	map00904
K22635	map00199
K22635	map00904
K22637	map00199
K22637	map00904
K22638	map00199
K22638	map00904
K22634	map00199
K22634	map00904
K20514	map00904
K20515	map00904
K14043	map00904
K12928	map00904
K14044	map00904
K14045	map00904
K14046	map00904
K16085	map00199
K16085	map00904
K13070	map00904
K12929	map00904
K16086	map00904
K20516	map00904
K20517	map00904
K20518	map00904
K20519	map00904
K14047	map00904
K17982	map00904
K17961	map00199
K17961	map00904
K22639	map00199
K22639	map00904
K22640	map00199
K22640	map00904
K22946	map00904
K22947	map00904
K22948	map00904
K02291	map00906
K02291	map01006
K17841	map00906
K02293	map00906
K15744	map00906
K00514	map00906
K09835	map00906
K10027	map00906
K15745	map00906
K06444	map00906
K06443	map00906
K20616	map00906
K20611	map00906
K08977	map00906
K22502	map00906
K14605	map00906
K14606	map00906
K02292	map00906
K09836	map00906
K23037	map00906
K15746	map00906
K22492	map00906
K22492	map00199
K02294	map00906
K15747	map00906
K15747	map00199
K09837	map00906
K09837	map00199
K09838	map00906
K09839	map00906
K14593	map00906
K14594	map00906
K09840	map00906
K09841	map00906
K09842	map00906
K09843	map00906
K09843	map00199
K14595	map00906
K14595	map01003
K15748	map00906
K17911	map00906
K17912	map00906
K17913	map00906
K09879	map00906
K14596	map00906
K14596	map01003
K09844	map00906
K09845	map00906
K09846	map00906
K09847	map00906
K14597	map00906
K14598	map00906
K25073	map00906
K25074	map00906
K10208	map00906
K10208	map01006
K10209	map00906
K10210	map00906
K22445	map00906
K25072	map00906
K10211	map00906
K10212	map00906
K17842	map00906
K17819	map00906
K09587	map00199
K09587	map00905
K12639	map00199
K12639	map00905
K09588	map00199
K09588	map00905
K09591	map00905
K12637	map00199
K12637	map00905
K12638	map00199
K12638	map00905
K09590	map00199
K09590	map00905
K12640	map00199
K12640	map00905
K25959	map00199
K25959	map00905
K09589	map00199
K09589	map00905
K20623	map00199
K20623	map00905
K15639	map00199
K15639	map00905
K21013	map00981
K10718	map00981
K15824	map00981
K14937	map00199
K14937	map00981
K10719	map00981
K15825	map00981
K01063	map00981
K15826	map00981
K14938	map04212
K14938	map00981
K14939	map00199
K14939	map00981
K10720	map00199
K10720	map00981
K10721	map00199
K10721	map00981
K10722	map00199
K10722	map00981
K10723	map00199
K10723	map00981
K14985	map00199
K14985	map00981
K10724	map00981
K10760	map00908
K10760	map01006
K10717	map00199
K10717	map00908
K00279	map00908
K13492	map00908
K13493	map01003
K13493	map00908
K13494	map00908
K13496	map01003
K13496	map00908
K23452	map01003
K23452	map00908
K00791	map03016
K00791	map00908
K00791	map01006
K13495	map00908
K14732	map00903
K14733	map00903
K10533	map00903
K14730	map00903
K14731	map00930
K14731	map00903
K12466	map00903
K26397	map00907
K21569	map00907
K21569	map00199
K21570	map00907
K26398	map00907
K19649	map00907
K21731	map00907
K21730	map00907
K23020	map00907
K20765	map00907
K19653	map00907
K17832	map00907
K13774	map00907
K13775	map00907
K13776	map00907
K13776	map01004
K11731	map00907
K13777	map00907
K13778	map00907
K13779	map00907
K16000	map00522
K16000	map01052
K16000	map01008
K16001	map00522
K16001	map01052
K16001	map01008
K16002	map00522
K16002	map01052
K16002	map01008
K16003	map00522
K16003	map01052
K16003	map01008
K16004	map00522
K16004	map01052
K16004	map01008
K16005	map00522
K16005	map01052
K16005	map01008
K16006	map00522
K16006	map00199
K16006	map01052
K16006	map01008
K10817	map00522
K10817	map01052
K10817	map01008
K10817	map01004
K24563	map00522
K24563	map01052
K24563	map01008
K24564	map00522
K24564	map01052
K24564	map01008
K14366	map00522
K14366	map00199
K14366	map01052
K14366	map01008
K14367	map00522
K14367	map01052
K14367	map01008
K14368	map00522
K14368	map01052
K14368	map01008
K15997	map00522
K15997	map01052
K15997	map01008
K14370	map00522
K14370	map00199
K14370	map01052
K14370	map01008
K16007	map00522
K16007	map01052
K16007	map01008
K24565	map00522
K24565	map01052
K24565	map01008
K24566	map00522
K24566	map01052
K24566	map01008
K16008	map00522
K16008	map00199
K16008	map01052
K16008	map01008
K16009	map00522
K16009	map01052
K16009	map01008
K16010	map00522
K16010	map01052
K16010	map01008
K15988	map00522
K15988	map01052
K15988	map01008
K24555	map00522
K24555	map01052
K24555	map01008
K24556	map00522
K24556	map01052
K24556	map01008
K24557	map00522
K24557	map01052
K24557	map01008
K24558	map00522
K24558	map01052
K24558	map01008
K15989	map00522
K15989	map01052
K15989	map01008
K15990	map00522
K15990	map01052
K15990	map01008
K15991	map00522
K15991	map00199
K15991	map01052
K15991	map01008
K15992	map00522
K15992	map00199
K15992	map01052
K15992	map01008
K15993	map00522
K15993	map01052
K15993	map01008
K15994	map00522
K15994	map01052
K15994	map01008
K16372	map01052
K16372	map01008
K20786	map01052
K20786	map01008
K16373	map01052
K16373	map01008
K16374	map01052
K16374	map01008
K14371	map00522
K14371	map01052
K14371	map01008
K24567	map00522
K24567	map01052
K24567	map01008
K24568	map00522
K24568	map01052
K24568	map01008
K24569	map00522
K24569	map01052
K24569	map01008
K14372	map00522
K14372	map00199
K14372	map01052
K14372	map01008
K14373	map00522
K14373	map01052
K14373	map01008
K14374	map00522
K14374	map01052
K14374	map01008
K14375	map00522
K14375	map01052
K14375	map01008
K16420	map01052
K16420	map01008
K16375	map01052
K16375	map01008
K16376	map01052
K16376	map01008
K16377	map01052
K16377	map01008
K16378	map01052
K16378	map01008
K16379	map01052
K16379	map01008
K16380	map01052
K16380	map01008
K16381	map01052
K16381	map01008
K16024	map01052
K16024	map01051
K16024	map01008
K16025	map01052
K16025	map01051
K16025	map01008
K16026	map01052
K16026	map01051
K16026	map01008
K16027	map01052
K16027	map01051
K16027	map01008
K16028	map01052
K16028	map01051
K16028	map01008
K16029	map01052
K16029	map01051
K16029	map01008
K16030	map01052
K16030	map01051
K16030	map01008
K16031	map01052
K16031	map01051
K16031	map01008
K16032	map01052
K16032	map01051
K16032	map01008
K15466	map01052
K15466	map01051
K15466	map01008
K16033	map01052
K16033	map01051
K16033	map01008
K16034	map01052
K16034	map01051
K16034	map01008
K16035	map01052
K16035	map01051
K16035	map01008
K16036	map01052
K16036	map01051
K16036	map01008
K16037	map01052
K16037	map01051
K16037	map01008
K16038	map01052
K16038	map01051
K16038	map01008
K15670	map01052
K15670	map01051
K15670	map01008
K15671	map01052
K15671	map01051
K15671	map01008
K15672	map01052
K15672	map01051
K15672	map01008
K15673	map01052
K15673	map01051
K15673	map01008
K16022	map01052
K16022	map01051
K16022	map01008
K16023	map01052
K16023	map01051
K16023	map01008
K15467	map01052
K15467	map01051
K15467	map01008
K16382	map01052
K16382	map01008
K16383	map01052
K16383	map01008
K16384	map01052
K16384	map01008
K20787	map01052
K20787	map01008
K16385	map01052
K16385	map01008
K16386	map01052
K16386	map01008
K16387	map01052
K16387	map01008
K16388	map01052
K16388	map01008
K16389	map01052
K16389	map01008
K16390	map01052
K16390	map01008
K16391	map01052
K16391	map01008
K19203	map01052
K19203	map01008
K19204	map01052
K19204	map01008
K19205	map01052
K19205	map01008
K19206	map01052
K19206	map01008
K16392	map01052
K16392	map01008
K16393	map01052
K16393	map01008
K19207	map01052
K19207	map01008
K19208	map01052
K19208	map01008
K25145	map01052
K25145	map01008
K16394	map01052
K16394	map01008
K16395	map01052
K16395	map01008
K16396	map01052
K16396	map01008
K16397	map01052
K16397	map01008
K16398	map01052
K16398	map01008
K16399	map01052
K16399	map01008
K16400	map01052
K16400	map01008
K16401	map01052
K16401	map01008
K16402	map01052
K16402	map01008
K16403	map01052
K16403	map01008
K16404	map01052
K16404	map01008
K16405	map01052
K16405	map01008
K16406	map01052
K16406	map01008
K16407	map01052
K16407	map01008
K16408	map01052
K16408	map01008
K16409	map01052
K16409	map01008
K16410	map01052
K16410	map01008
K16411	map01052
K16411	map01008
K16412	map01052
K16412	map01008
K16413	map01052
K16413	map01008
K16414	map01052
K16414	map01008
K16415	map01052
K16415	map01008
K16416	map01052
K16416	map01008
K15643	map01052
K15643	map01008
K16417	map01052
K16417	map01008
K15642	map01052
K15642	map01008
K20788	map01052
K20788	map01008
K15641	map01052
K15641	map01008
K16418	map01052
K16418	map01008
K16450	map01052
K16450	map01008
K16419	map01052
K16419	map01008
K20789	map00199
K20789	map01052
K20789	map01008
K15995	map00522
K15995	map01008
K15996	map00522
K15996	map01008
K24528	map00522
K24528	map01008
K24559	map00522
K24559	map01008
K24560	map00522
K24560	map01008
K24561	map00522
K24561	map01008
K24562	map00522
K24562	map01008
K24529	map00522
K24529	map01008
K24292	map00522
K24292	map00199
K24292	map01008
K24530	map00522
K24530	map01008
K24531	map00522
K24531	map01008
K21540	map00522
K21540	map01008
K21539	map00522
K21539	map01008
K24390	map00522
K24390	map00199
K24390	map01008
K14369	map00522
K14369	map01008
K15998	map00522
K19698	map00522
K15999	map00522
K13320	map00522
K13320	map01008
K16015	map01051
K16016	map01051
K16017	map01051
K16018	map01051
K16019	map01051
K16020	map01051
K16021	map01051
K16039	map01051
K16039	map01008
K15314	map01008
K15314	map01059
K15315	map01008
K15315	map01059
K21159	map01008
K21159	map01059
K21160	map01008
K21160	map01059
K21161	map01008
K21161	map01059
K21162	map01008
K21162	map01059
K21163	map01008
K21163	map01059
K21164	map01008
K21164	map01059
K21165	map01008
K21165	map01059
K21166	map01008
K21166	map01059
K21167	map01008
K21167	map01059
K21168	map01008
K21168	map01059
K21169	map01008
K21169	map01059
K21170	map01008
K21170	map01059
K21171	map01008
K21171	map01059
K21172	map01008
K21172	map01059
K21173	map01008
K21173	map01059
K21174	map01008
K21174	map01059
K20159	map01059
K21175	map01059
K20156	map01059
K21176	map01059
K21177	map01059
K21178	map01008
K21178	map01059
K21179	map01059
K21180	map01008
K21180	map01059
K21181	map01059
K21182	map01059
K21183	map01059
K16431	map01008
K16431	map01055
K16431	map01059
K21184	map01008
K21184	map01059
K21185	map01008
K21185	map01059
K21186	map01008
K21186	map01059
K21187	map01008
K21187	map01059
K21188	map01059
K21189	map01008
K21189	map01059
K21190	map01008
K21190	map01059
K15320	map01008
K15320	map01059
K21191	map01008
K21191	map01059
K21192	map01008
K21192	map01059
K21193	map01008
K21193	map01059
K21194	map01008
K21194	map01059
K20422	map01008
K20422	map01059
K20420	map01008
K20420	map01059
K20421	map01008
K20421	map01059
K20423	map01008
K20423	map01059
K21209	map01008
K21209	map01059
K21210	map01059
K21211	map01059
K21212	map01059
K21213	map01059
K21214	map01059
K21215	map01008
K21215	map01059
K21216	map01008
K21216	map01059
K21221	map01008
K21221	map01059
K21222	map01008
K21222	map01059
K21223	map01008
K21223	map01059
K21224	map01008
K21224	map01059
K21225	map01008
K21225	map01059
K21226	map01008
K21226	map01059
K21227	map01059
K21228	map01059
K21229	map01008
K21229	map01059
K21230	map01008
K21230	map01059
K21254	map01008
K21254	map01059
K21255	map01008
K21255	map01059
K21256	map01008
K21256	map01059
K21257	map01008
K21257	map01059
K21258	map01008
K21258	map01059
K21259	map01008
K21259	map01059
K21260	map01008
K21260	map01059
K21261	map01008
K21261	map01059
K21262	map01008
K21262	map01059
K21263	map01008
K21263	map01059
K05551	map01056
K05551	map00253
K05551	map01008
K05551	map01004
K05552	map01056
K05552	map00253
K05552	map01008
K05552	map01004
K05553	map01056
K05553	map00253
K05553	map01008
K05553	map01004
K12420	map01056
K12420	map00253
K12420	map01008
K12420	map01004
K05554	map01056
K05554	map01008
K05554	map01004
K14249	map01056
K14249	map00253
K14249	map01008
K15884	map01056
K15884	map01008
K15885	map01056
K15886	map01056
K15886	map01057
K15886	map01008
K05555	map01057
K05555	map01008
K05556	map01057
K05556	map01008
K14626	map01057
K14626	map01008
K14627	map01057
K14627	map01008
K14628	map01057
K14628	map01008
K14629	map01057
K14629	map01008
K14630	map01057
K14630	map01008
K14631	map01057
K14631	map01008
K14632	map01057
K14632	map01008
K14633	map01057
K14633	map01008
K14250	map00253
K14250	map01057
K14250	map01008
K14251	map00253
K14251	map01057
K14251	map01008
K14252	map00253
K14252	map01057
K14252	map01008
K14253	map00253
K14253	map01057
K14253	map01008
K14254	map00253
K14254	map01057
K14254	map01008
K14255	map00253
K14255	map01057
K14255	map01008
K14256	map00253
K14256	map01057
K14256	map01008
K21301	map00253
K21301	map01057
K21301	map01008
K14257	map00404
K14257	map00253
K14257	map01057
K14257	map01008
K21297	map00253
K21297	map01057
K21297	map01008
K15926	map01057
K15926	map01008
K15927	map01057
K15928	map01057
K15929	map01057
K15930	map01057
K15931	map01057
K15932	map01057
K15933	map01057
K15934	map01057
K15935	map01057
K26056	map01057
K15936	map01057
K15937	map01057
K15938	map01057
K15939	map01057
K15941	map01057
K15941	map01008
K15942	map01057
K15942	map01008
K15943	map01057
K15943	map01008
K15944	map01057
K15944	map01008
K15945	map01057
K15946	map01057
K15947	map01057
K15948	map01057
K15949	map01057
K15950	map01057
K15951	map01057
K15952	map01057
K15953	map01057
K15954	map01057
K15955	map00199
K15955	map01057
K15956	map01057
K15957	map01057
K15958	map01057
K15959	map01057
K15959	map01008
K15960	map01057
K15960	map01008
K15961	map01057
K15961	map01008
K15962	map01057
K15962	map01008
K15963	map01057
K15963	map01008
K15964	map01057
K15964	map01008
K15965	map01057
K15965	map01008
K15966	map01057
K15966	map01008
K15967	map01057
K15967	map01008
K15968	map01057
K15968	map01008
K15969	map01057
K15969	map01008
K15970	map01057
K15970	map01008
K15971	map01057
K15971	map01008
K15972	map01057
K15972	map01008
K19566	map01057
K19566	map01008
K19567	map01057
K19567	map01008
K19568	map01057
K19568	map01008
K19569	map01057
K19569	map01008
K19570	map01057
K19570	map01008
K14244	map00253
K14244	map01008
K18221	map00253
K18221	map01504
K21325	map00523
